,id,entry name,protein_names,tissue_specificity
2747,Q99963,SH3G3_HUMAN,Endophilin-A3 (EEN-B2) (Endophilin-3) (SH3 domain protein 2C) (SH3 domain-containing GRB2-like protein 3),TISSUE SPECIFICITY: Brain and testis.
2748,Q99972,MYOC_HUMAN,"Myocilin (Myocilin 55 kDa subunit) (Trabecular meshwork-induced glucocorticoid response protein) [Cleaved into: Myocilin, N-terminal fragment (Myocilin 20 kDa N-terminal fragment); Myocilin, C-terminal fragment (Myocilin 35 kDa N-terminal fragment)]","TISSUE SPECIFICITY: Detected in aqueous humor (PubMed:12697062). Detected in the eye (at protein level) (PubMed:11431441). Widely expressed. Highly expressed in various types of muscle, ciliary body, papillary sphincter, skeletal muscle, heart, and bone marrow-derived mesenchymal stem cells. Expressed predominantly in the retina. In normal eyes, found in the inner uveal meshwork region and the anterior portion of the meshwork. In contrast, in many glaucomatous eyes, it is found in more regions of the meshwork and seems to be expressed at higher levels than in normal eyes, regardless of the type or clinical severity of glaucoma. The myocilin 35 kDa fragment is detected in aqueous humor and to a lesser extent in iris and ciliary body. {ECO:0000269|PubMed:11431441, ECO:0000269|PubMed:12697062, ECO:0000269|PubMed:15795224}."
2749,Q99983,OMD_HUMAN,Osteomodulin (Keratan sulfate proteoglycan osteomodulin) (KSPG osteomodulin) (Osteoadherin) (OSAD),TISSUE SPECIFICITY: Bone specific.
2750,Q99988,GDF15_HUMAN,Growth/differentiation factor 15 (GDF-15) (Macrophage inhibitory cytokine 1) (MIC-1) (NSAID-activated gene 1 protein) (NAG-1) (NSAID-regulated gene 1 protein) (NRG-1) (Placental TGF-beta) (Placental bone morphogenetic protein) (Prostate differentiation factor),"TISSUE SPECIFICITY: Detected in plasma (at protein level) (PubMed:28572090, PubMed:29046435). Highly expressed in placenta, with lower levels in prostate and colon and some expression in kidney (PubMed:37060902, PubMed:9348093). {ECO:0000269|PubMed:28572090, ECO:0000269|PubMed:29046435, ECO:0000269|PubMed:37060902, ECO:0000269|PubMed:9348093}."
2751,Q9BPU6,DPYL5_HUMAN,Dihydropyrimidinase-related protein 5 (DRP-5) (CRMP3-associated molecule) (CRAM) (Collapsin response mediator protein 5) (CRMP-5) (UNC33-like phosphoprotein 6) (ULIP-6),
2752,Q9BPW8,NIPS1_HUMAN,Protein NipSnap homolog 1 (NipSnap1),TISSUE SPECIFICITY: Ubiquitous (PubMed:9661659). Highest expression in liver (PubMed:9661659). {ECO:0000269|PubMed:9661659}.
2753,Q9BPW9,DHRS9_HUMAN,Dehydrogenase/reductase SDR family member 9 (EC 1.1.1.209) (EC 1.1.1.53) (3-alpha hydroxysteroid dehydrogenase) (3-alpha-HSD) (NADP-dependent retinol dehydrogenase/reductase) (RDH-E2) (RDHL) (Retinol dehydrogenase 15) (EC 1.1.1.105) (Short chain dehydrogenase/reductase family 9C member 4) (Short-chain dehydrogenase/reductase retSDR8) (Tracheobronchial epithelial cell-specific retinol dehydrogenase) (RDH-TBE),"TISSUE SPECIFICITY: Highly expressed in trachea and epidermis. Detected at lower levels in spinal cord, bone marrow, brain, tongue, esophagus, heart, colon, testis, placenta, lung, skeletal muscle and lymph node. {ECO:0000269|PubMed:11294878, ECO:0000269|PubMed:11304534, ECO:0000269|PubMed:12618084}."
2754,Q9BPX5,ARP5L_HUMAN,Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2),
2755,Q9BPX7,CG025_HUMAN,UPF0415 protein C7orf25,
2756,Q9BPY8,HOP_HUMAN,Homeodomain-only protein (Lung cancer-associated Y protein) (Not expressed in choriocarcinoma protein 1) (Odd homeobox protein 1),"TISSUE SPECIFICITY: Widely expressed. Expressed in the heart, brain, placenta, lung, skeletal and smooth muscles, uterus, urinary bladder, kidney and spleen. Down-regulated in some types of cancer such as lung cancer, choriocarcinoma, head and neck squamous cell carcinoma and oral squamous cell carcinoma. {ECO:0000269|PubMed:12573257, ECO:0000269|PubMed:12759545}."
2757,Q9BQ13,KCD14_HUMAN,BTB/POZ domain-containing protein KCTD14,
2758,Q9BQ69,MACD1_HUMAN,ADP-ribose glycohydrolase MACROD1 (MACRO domain-containing protein 1) (O-acetyl-ADP-ribose deacetylase MACROD1) (EC 3.1.1.106) (Protein LRP16) ([Protein ADP-ribosylaspartate] hydrolase MACROD1) (EC 3.2.2.-) ([Protein ADP-ribosylglutamate] hydrolase MACROD1) (EC 3.2.2.-),
2759,Q9BQA1,MEP50_HUMAN,Methylosome protein WDR77 (Androgen receptor cofactor p44) (Methylosome protein 50) (MEP-50) (WD repeat-containing protein 77) (p44/Mep50),"TISSUE SPECIFICITY: Highly expressed in heart, skeletal muscle, spleen, testis, uterus, prostate and thymus. In testis, expressed in germ cells and Leydig cells, but not in peritubular myocytes, nor in Sertoli cells. Expressed in prostate cancers, in seminomas and in Leydig cell tumors. {ECO:0000269|PubMed:12972618, ECO:0000269|PubMed:17437848}."
2760,Q9BQL6,FERM1_HUMAN,Fermitin family homolog 1 (Kindlerin) (Kindlin syndrome protein) (Kindlin-1) (Unc-112-related protein 1),"TISSUE SPECIFICITY: Expressed in brain, skeletal muscle, kidney, colon, adrenal gland, prostate, and placenta. Weakly or not expressed in heart, thymus, spleen, liver, small intestine, bone marrow, lung and peripheral blood leukocytes. Overexpressed in some colon and lung tumors. In skin, it is localized within the epidermis and particularly in basal keratocytes. Not detected in epidermal melanocytes and dermal fibroblasts. {ECO:0000269|PubMed:12668616, ECO:0000269|PubMed:12697302, ECO:0000269|PubMed:12789646, ECO:0000269|PubMed:14634021, ECO:0000269|PubMed:17012746}."
2761,Q9BQS8,FYCO1_HUMAN,FYVE and coiled-coil domain-containing protein 1 (Zinc finger FYVE domain-containing protein 7),TISSUE SPECIFICITY: Expressed in heart and skeletal muscle. {ECO:0000269|PubMed:11896456}.
2762,Q9BR39,JPH2_HUMAN,Junctophilin-2 (JP-2) (Junctophilin type 2) [Cleaved into: Junctophilin-2 N-terminal fragment (JP2NT)],TISSUE SPECIFICITY: Specifically expressed in skeletal muscle and heart. {ECO:0000269|PubMed:10891348}.
2763,Q9BR76,COR1B_HUMAN,Coronin-1B (Coronin-2),
2764,Q9BRF8,CPPED_HUMAN,Serine/threonine-protein phosphatase CPPED1 (EC 3.1.3.16) (Calcineurin-like phosphoesterase domain-containing protein 1) (Complete S-transactivated protein 1),TISSUE SPECIFICITY: Expressed in subcutaneous adipose tissue. {ECO:0000269|PubMed:23939394}.
2765,Q9BRK4,LZTS2_HUMAN,Leucine zipper putative tumor suppressor 2 (hLZTS2) (Protein LAPSER1),"TISSUE SPECIFICITY: Highly expressed in prostate and testis, and at slightly lower levels in spleen, thymus, uterus, small intestine and colon. {ECO:0000269|PubMed:11709705}."
2766,Q9BRP8,PYM1_HUMAN,Partner of Y14 and mago (PYM homolog 1 exon junction complex-associated factor) (Protein wibg homolog),
2767,Q9BRQ8,FSP1_HUMAN,Ferroptosis suppressor protein 1 (FSP1) (EC 1.6.5.-) (Apoptosis-inducing factor homologous mitochondrion-associated inducer of death) (AMID) (p53-responsive gene 3 protein),"TISSUE SPECIFICITY: Detected in most normal tissues as two transcripts of 1.8 and 4.0 kb in length, respectively. Highly expressed in heart, moderately in liver and skeletal muscles, and expressed at low levels in placenta, lung, kidney, and pancreas. Both transcripts expressed following p53/TP53 induction. The shorter 1.8 kb transcript seems to be the major transcript in EB1 colon cancer cells. {ECO:0000269|PubMed:12135761}."
2768,Q9BRR6,ADPGK_HUMAN,ADP-dependent glucokinase (ADP-GK) (ADPGK) (EC 2.7.1.147) (RbBP-35),
2769,Q9BRR8,GPTC1_HUMAN,G patch domain-containing protein 1 (Evolutionarily conserved G-patch domain-containing protein),
2770,Q9BRX2,PELO_HUMAN,Protein pelota homolog (hPelota) (Protein Dom34 homolog),TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:11060452}.
2771,Q9BRX8,PXL2A_HUMAN,Peroxiredoxin-like 2A (Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes) (Protein PAMM) (Redox-regulatory protein FAM213A),TISSUE SPECIFICITY: Expressed in CSF1 and TNFSF11-stimulated CD14(+) peripheral blood mononuclear cells (PBMCs). {ECO:0000269|PubMed:19951071}.
2772,Q9BRZ2,TRI56_HUMAN,E3 ubiquitin-protein ligase TRIM56 (EC 2.3.2.27) (RING finger protein 109) (Tripartite motif-containing protein 56),TISSUE SPECIFICITY: Widely expressed (at protein level). {ECO:0000269|PubMed:21289118}.
2773,Q9BS26,ERP44_HUMAN,Endoplasmic reticulum resident protein 44 (ER protein 44) (ERp44) (Thioredoxin domain-containing protein 4),
2774,Q9BS40,LXN_HUMAN,Latexin (Endogenous carboxypeptidase inhibitor) (ECI) (Protein MUM) (Tissue carboxypeptidase inhibitor) (TCI),"TISSUE SPECIFICITY: Highly expressed in heart, prostate, ovary, kidney, pancreas, and colon, moderate or low in other tissues including brain. {ECO:0000269|PubMed:11455960}."
2775,Q9BS92,NPS3B_HUMAN,Protein NipSnap homolog 3B (NipSnap3B) (SNAP1),
2776,Q9BSC4,NOL10_HUMAN,Nucleolar protein 10,
2777,Q9BSE5,GDAH_HUMAN,"Guanidino acid hydrolase, mitochondrial (EC 3.5.3.-) (Arginase, mitochondrial) (EC 3.5.3.1) (Guanidinobutyrase, mitochondrial) (EC 3.5.3.7) (Guanidinopropionase, mitochondrial) (EC 3.5.3.17)","TISSUE SPECIFICITY: Highly expressed in liver and kidney. Also found in skeletal muscle, fetal liver, brain, testis, skin and the gastrointestinal tract. Within brain, expression is higher in the cerebral cortex with lower levels in the medulla and spinal cord. {ECO:0000269|PubMed:11804860, ECO:0000269|PubMed:11914032}."
2778,Q9BSF4,TIM29_HUMAN,Mitochondrial import inner membrane translocase subunit Tim29 (TIM29),
2779,Q9BSH4,TACO1_HUMAN,Translational activator of cytochrome c oxidase 1 (Coiled-coil domain-containing protein 44) (Translational activator of mitochondrially-encoded cytochrome c oxidase I),
2780,Q9BSH5,HDHD3_HUMAN,Haloacid dehalogenase-like hydrolase domain-containing protein 3,
2781,Q9BSJ8,ESYT1_HUMAN,Extended synaptotagmin-1 (E-Syt1) (Membrane-bound C2 domain-containing protein),TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:17360437}.
2782,Q9BSL1,UBAC1_HUMAN,Ubiquitin-associated domain-containing protein 1 (UBA domain-containing protein 1) (Glialblastoma cell differentiation-related protein 1) (Kip1 ubiquitination-promoting complex protein 2),TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:10857748}.
2783,Q9BSU1,PHAF1_HUMAN,Phagosome assembly factor 1,
2784,Q9BT09,CNPY3_HUMAN,Protein canopy homolog 3 (CTG repeat protein 4a) (Expanded repeat-domain protein CAG/CTG 5) (Protein associated with TLR4) (Trinucleotide repeat-containing gene 5 protein),
2785,Q9BTC0,DIDO1_HUMAN,Death-inducer obliterator 1 (DIO-1) (hDido1) (Death-associated transcription factor 1) (DATF-1),TISSUE SPECIFICITY: Ubiquitous.
2786,Q9BTE3,MCMBP_HUMAN,Mini-chromosome maintenance complex-binding protein (MCM-BP) (MCM-binding protein),
2787,Q9BTM9,URM1_HUMAN,Ubiquitin-related modifier 1,
2788,Q9BTT6,LRRC1_HUMAN,Leucine-rich repeat-containing protein 1 (LANO adapter protein) (LAP and no PDZ protein),"TISSUE SPECIFICITY: Expressed strongly in testis and placenta, followed by heart, lung, kidney, thyroid, trachea, colon, prostate and pancreas. {ECO:0000269|PubMed:11440998}."
2789,Q9BTU6,P4K2A_HUMAN,Phosphatidylinositol 4-kinase type 2-alpha (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-alpha),"TISSUE SPECIFICITY: Widely expressed. Highest expression is observed in kidney, brain, heart, skeletal muscle, and placenta and lowest expression is observed in colon, thymus, and small intestine. {ECO:0000269|PubMed:11279162}."
2790,Q9BTV4,TMM43_HUMAN,Transmembrane protein 43 (Protein LUMA),"TISSUE SPECIFICITY: Highest expression in placenta. Also found at lower levels in heart, ovary, spleen, small intestine, thymus, prostate and testis. {ECO:0000269|PubMed:18230648}."
2791,Q9BTY2,FUCO2_HUMAN,Plasma alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucoside fucohydrolase 2) (Alpha-L-fucosidase 2),
2792,Q9BTY7,HGH1_HUMAN,Protein HGH1 homolog,
2793,Q9BU23,LMF2_HUMAN,Lipase maturation factor 2 (Transmembrane protein 112B) (Transmembrane protein 153),
2794,Q9BU61,NDUF3_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,
2795,Q9BUF5,TBB6_HUMAN,Tubulin beta-6 chain (Tubulin beta class V),"TISSUE SPECIFICITY: Ubiquitous. Maximal expression in breast and lung, where it represents around 10% of all beta-tubulins. Largely decreased expression in most cancerous tissues. {ECO:0000269|PubMed:20191564}."
2796,Q9BUH6,PAXX_HUMAN,Protein PAXX (Paralog of XRCC4 and XLF) (XRCC4-like small protein),
2797,Q9BUP3,HTAI2_HUMAN,Oxidoreductase HTATIP2 (EC 1.1.1.-) (30 kDa HIV-1 TAT-interacting protein) (HIV-1 TAT-interactive protein 2),"TISSUE SPECIFICITY: Ubiquitous. Highest level in liver. High levels in lung, skeletal muscle, pancreas and placenta. Moderate levels in heart and kidney. Low levels in brain. Not expressed or low levels in variant small cell lung carcinomas, 33% of hepatocellular carcinomas and neuroblastomas. {ECO:0000269|PubMed:14695192, ECO:0000269|PubMed:9174052}."
2798,Q9BUQ8,DDX23_HUMAN,Probable ATP-dependent RNA helicase DDX23 (EC 3.6.4.13) (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD),
2799,Q9BV20,MTNA_HUMAN,Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (Mediator of RhoA-dependent invasion) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein),
2800,Q9BV23,ABHD6_HUMAN,Monoacylglycerol lipase ABHD6 (EC 3.1.1.23) (2-arachidonoylglycerol hydrolase) (Abhydrolase domain-containing protein 6),
2801,Q9BV36,MELPH_HUMAN,Melanophilin (Exophilin-3) (Slp homolog lacking C2 domains a) (SlaC2-a) (Synaptotagmin-like protein 2a),
2802,Q9BV57,MTND_HUMAN,Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53) (Membrane-type 1 matrix metalloproteinase cytoplasmic tail-binding protein 1) (MTCBP-1) (Submergence-induced protein-like factor) (Sip-L),"TISSUE SPECIFICITY: Detected in heart, colon, lung, stomach, brain, spleen, liver, skeletal muscle and kidney. {ECO:0000269|PubMed:11602742, ECO:0000269|PubMed:14718544}."
2803,Q9BV73,CP250_HUMAN,Centrosome-associated protein CEP250 (250 kDa centrosomal protein) (Cep250) (Centrosomal Nek2-associated protein 1) (C-Nap1) (Centrosomal protein 2),TISSUE SPECIFICITY: Ubiquitously and weakly expressed.
2804,Q9BV86,NTM1A_HUMAN,"N-terminal Xaa-Pro-Lys N-methyltransferase 1 (EC 2.1.1.244) (Alpha N-terminal protein methyltransferase 1A) (Methyltransferase-like protein 11A) (N-terminal RCC1 methyltransferase) (X-Pro-Lys N-terminal protein methyltransferase 1A) (NTM1A) [Cleaved into: N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed]",
2805,Q9BVC6,TM109_HUMAN,Voltage-gated monoatomic cation channel TMEM109 (Mitsugumin-23) (Mg23) (Transmembrane protein 109),
2806,Q9BVG4,PBDC1_HUMAN,Protein PBDC1 (Polysaccharide biosynthesis domain-containing protein 1),
2807,Q9BVJ7,DUS23_HUMAN,Dual specificity protein phosphatase 23 (EC 3.1.3.16) (EC 3.1.3.48) (Low molecular mass dual specificity phosphatase 3) (LDP-3) (VH1-like phosphatase Z),"TISSUE SPECIFICITY: Widely expressed. Highly expressed in spleen, prostate, colon, adrenal gland, mammary gland, thyroid and trachea. Expressed at lower level in uterus, small intestine, bladder, bone marrow, brain, spinal cord and stomach. {ECO:0000269|PubMed:15147733, ECO:0000269|PubMed:15201283}."
2808,Q9BVK6,TMED9_HUMAN,Transmembrane emp24 domain-containing protein 9 (GMP25) (Glycoprotein 25L2) (p24 family protein alpha-2) (p24alpha2) (p25),
2809,Q9BVS4,RIOK2_HUMAN,Serine/threonine-protein kinase RIO2 (EC 2.7.11.1) (RIO kinase 2),
2810,Q9BW04,SARG_HUMAN,Specifically androgen-regulated gene protein,TISSUE SPECIFICITY: Highly expressed in prostate. {ECO:0000269|PubMed:15525603}.
2811,Q9BW30,TPPP3_HUMAN,Tubulin polymerization-promoting protein family member 3 (TPPP/p20),TISSUE SPECIFICITY: Expressed in endometrium during the mid-secretory phase (LH + 7) (at protein level). {ECO:0000269|PubMed:30667362}.
2812,Q9BWD1,THIC_HUMAN,"Acetyl-CoA acetyltransferase, cytosolic (EC 2.3.1.9) (Acetyl-CoA transferase-like protein) (Cytosolic acetoacetyl-CoA thiolase)",
2813,Q9BWF3,RBM4_HUMAN,RNA-binding protein 4 (Lark homolog) (hLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a),"TISSUE SPECIFICITY: Expressed in the cerebellum. Expressed in neurons and glial cells, including layers II neurons in the frontal cortex and CA1 pyramidal neurons in the hippocampus. Expressed in heart, liver, pancreas, skeletal muscle, placenta, primary fibroblasts and peripheral blood monocytes (at protein level). Ubiquitously expressed. Highly expressed in heart, placenta and skeletal muscle. Weakly expressed in pancreas, kidney, liver, lung and brain. {ECO:0000269|PubMed:12628928, ECO:0000269|PubMed:16260624, ECO:0000269|PubMed:16777844, ECO:0000269|PubMed:18708123}."
2814,Q9BWH2,FUND2_HUMAN,FUN14 domain-containing protein 2 (Cervical cancer proto-oncogene 3 protein) (HCC-3) (Hepatitis C virus core-binding protein 6),TISSUE SPECIFICITY: Highly expressed in platelets (at protein level). {ECO:0000269|PubMed:30576423}.
2815,Q9BWJ5,SF3B5_HUMAN,Splicing factor 3B subunit 5 (SF3b5) (Pre-mRNA-splicing factor SF3b 10 kDa subunit),
2816,Q9BX66,SRBS1_HUMAN,Sorbin and SH3 domain-containing protein 1 (Ponsin) (SH3 domain protein 5) (SH3P12) (c-Cbl-associated protein) (CAP),"TISSUE SPECIFICITY: Detected in skeletal muscle (at protein level). Widely expressed with highest levels in heart and skeletal muscle. {ECO:0000269|PubMed:11374898, ECO:0000269|PubMed:17462669}."
2817,Q9BX67,JAM3_HUMAN,Junctional adhesion molecule C (JAM-C) (JAM-2) (Junctional adhesion molecule 3) (JAM-3) [Cleaved into: Soluble form of JAM-C (sJAM-C)],"TISSUE SPECIFICITY: Detected on round and elongated spermatids (at protein level) (PubMed:15372036). Highest expression in placenta, brain and kidney. Significant expression is detected on platelets. Expressed in intestinal mucosa cells. Expressed in the vascular endothelium. Found in serum (at protein level). Also detected in the synovial fluid of patients with rheumatoid arthritis, psoriatic arthritis or ostearthritis (at protein level). {ECO:0000269|PubMed:11590146, ECO:0000269|PubMed:11944976, ECO:0000269|PubMed:12208882, ECO:0000269|PubMed:15194813, ECO:0000269|PubMed:15372036, ECO:0000269|PubMed:15994945, ECO:0000269|PubMed:20592283}."
2818,Q9BX93,PG12B_HUMAN,Group XIIB secretory phospholipase A2-like protein (Group XIII secretory phospholipase A2-like protein) (GXIII sPLA2-like) (sPLA2-GXIIB) (GXIIB),"TISSUE SPECIFICITY: Strong expression in liver, small intestine and kidney. {ECO:0000269|PubMed:14516201}."
2819,Q9BX97,PLVAP_HUMAN,Plasmalemma vesicle-associated protein (Fenestrated endothelial-linked structure protein) (Plasmalemma vesicle protein 1) (PV-1),"TISSUE SPECIFICITY: Expressed in lung, kidney, heart, aorta, placenta, muscle, pituitary gland, adrenals, mammary gland, bladder, lymph node, bone marrow, trachea, digestive tract, liver and tumor-associated endothelium. {ECO:0000269|PubMed:11401446, ECO:0000269|PubMed:15971170}."
2820,Q9BXB4,OSB11_HUMAN,Oxysterol-binding protein-related protein 11 (ORP-11) (OSBP-related protein 11),"TISSUE SPECIFICITY: Present at highest levels in ovary, testis, kidney, liver, stomach, brain, and adipose tissue. Strong expression (at protein level) in epithelial cells of kidney tubules, testicular tubules, caecum, and skin (PubMed:20599956). Present at low levels in subcutaneous and visceral adipose tissue (at protein level) (PubMed:23028956). {ECO:0000269|PubMed:20599956, ECO:0000269|PubMed:23028956}."
2821,Q9BXI3,5NT1A_HUMAN,Cytosolic 5'-nucleotidase 1A (cN1A) (EC 3.1.3.5) (EC 3.1.3.89) (EC 3.1.3.99) (5'-deoxynucleotidase) (Cytosolic 5'-nucleotidase IA) (cN-I) (cN-IA),"TISSUE SPECIFICITY: Highly expressed in skeletal muscle. Detected at intermediate levels in heart, brain, kidney and pancreas. {ECO:0000269|PubMed:11133996, ECO:0000269|PubMed:8967393}."
2822,Q9BXL7,CAR11_HUMAN,Caspase recruitment domain-containing protein 11 (CARD-containing MAGUK protein 1) (Carma 1),"TISSUE SPECIFICITY: Detected in adult peripheral blood leukocytes, thymus, spleen and liver. Also found in promyelocytic leukemia HL-60 cells, chronic myelogenous leukemia K-562 cells, Burkitt's lymphoma Raji cells and colorectal adenocarcinoma SW480 cells. Not detected in HeLaS3, MOLT-4, A-549 and G431 cells. {ECO:0000269|PubMed:11278692}."
2823,Q9BXN1,ASPN_HUMAN,Asporin (Periodontal ligament-associated protein 1) (PLAP-1),"TISSUE SPECIFICITY: Higher levels in osteoarthritic articular cartilage, aorta, uterus. Moderate expression in small intestine, heart, liver, bladder, ovary, stomach, and in the adrenal, thyroid, and mammary glands. Low expression in trachea, bone marrow, and lung. Colocalizes with TGFB1 in chondrocytes within osteoarthritic (OA) lesions of articular cartilage. {ECO:0000269|PubMed:17827158}."
2824,Q9BXP2,S12A9_HUMAN,Solute carrier family 12 member 9 (Cation-chloride cotransporter 6) (hCCC6) (Cation-chloride cotransporter-interacting protein 1) (CCC-interacting protein 1) (hCIP1) (Potassium-chloride transporter 9) (WO3.3),"TISSUE SPECIFICITY: Highly expressed in placenta, brain and kidney. Lower expression in lung, liver and heart."
2825,Q9BXP5,SRRT_HUMAN,Serrate RNA effector molecule homolog (Arsenite-resistance protein 2),TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:18086880}.
2826,Q9BXP8,PAPP2_HUMAN,Pappalysin-2 (EC 3.4.24.-) (Pregnancy-associated plasma protein A2) (PAPP-A2) (Pregnancy-associated plasma protein E1) (PAPP-E),"TISSUE SPECIFICITY: Expressed abundantly in placenta, and non-pregnant mammary gland with low expression in the kidney, fetal brain and pancreas. {ECO:0000269|PubMed:11264294, ECO:0000269|PubMed:11597188}."
2827,Q9BXR6,FHR5_HUMAN,Complement factor H-related protein 5 (FHR-5),TISSUE SPECIFICITY: Expressed by the liver and secreted in plasma.
2828,Q9BXS1,IDI2_HUMAN,Isopentenyl-diphosphate delta-isomerase 2 (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase 2) (IPP isomerase 2) (IPPI2),TISSUE SPECIFICITY: Muscle-specific expression. {ECO:0000269|PubMed:17202134}.
2829,Q9BXU1,STK31_HUMAN,Serine/threonine-protein kinase 31 (EC 2.7.11.1) (Serine/threonine-protein kinase NYD-SPK) (Sugen kinase 396) (SgK396),TISSUE SPECIFICITY: Testis specific.
2830,Q9BXV9,GON7_HUMAN,EKC/KEOPS complex subunit GON7,
2831,Q9BXW7,HDHD5_HUMAN,Haloacid dehalogenase-like hydrolase domain-containing 5 (Cat eye syndrome critical region protein 5),TISSUE SPECIFICITY: Widely expressed.
2832,Q9BXX0,EMIL2_HUMAN,EMILIN-2 (Elastin microfibril interface-located protein 2) (Elastin microfibril interfacer 2) (Protein FOAP-10),"TISSUE SPECIFICITY: Highest levels are present in fetal heart and adult lung. Intermediate levels in peripheral leukocytes, placenta, and spinal cord and low expression in fetal brain, spleen, thymus, and lung and in adult heart, aorta, testis, bone marrow, small intestine, thymus, lymph node, and appendix."
2833,Q9BY12,SCAPE_HUMAN,S phase cyclin A-associated protein in the endoplasmic reticulum (S phase cyclin A-associated protein in the ER) (Zinc finger protein 291),"TISSUE SPECIFICITY: Widely expressed with high expression in testis. Isoform 1 is detected in various tissues, including retina, fetal and adult brain. Isoform 2 is expressed in the retina at high levels, and in the brain at very low levels (PubMed:28794130). {ECO:0000269|PubMed:17698606, ECO:0000269|PubMed:28794130}."
2834,Q9BY14,TX101_HUMAN,Testis-expressed protein 101 (Cell surface receptor NYD-SP8) (Scleroderma-associated autoantigen) (Spermatogenesis-related gene protein),TISSUE SPECIFICITY: Detected in testis and spermatogonia. Not detected in spermatocytes. Detected in blood leukocytes. {ECO:0000269|PubMed:16516155}.
2835,Q9BY32,ITPA_HUMAN,Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase) (Putative oncogene protein hlc14-06-p),"TISSUE SPECIFICITY: Ubiquitous. Highly expressed in heart, liver, sex glands, thyroid and adrenal gland."
2836,Q9BY49,PECR_HUMAN,"Peroxisomal trans-2-enoyl-CoA reductase (TERP) (EC 1.3.1.38) (2,4-dienoyl-CoA reductase-related protein) (DCR-RP) (HPDHase) (Short chain dehydrogenase/reductase family 29C member 1) (pVI-ARL)",
2837,Q9BY89,K1671_HUMAN,Uncharacterized protein KIAA1671,
2838,Q9BYB4,GNB1L_HUMAN,Guanine nucleotide-binding protein subunit beta-like protein 1 (G protein subunit beta-like protein 1) (DGCRK3) (WD repeat-containing protein 14) (WD40 repeat-containing protein deleted in VCFS) (WDVCF),"TISSUE SPECIFICITY: Ubiquitous. Highly expressed in heart, liver, skeletal muscle, kidney, spleen, thymus and pancreas. Detected at low levels in lung, placenta and brain. {ECO:0000269|PubMed:11072084}."
2839,Q9BYC9,RM20_HUMAN,"Large ribosomal subunit protein bL20m (39S ribosomal protein L20, mitochondrial) (L20mt) (MRP-L20)",
2840,Q9BYD6,RM01_HUMAN,"Large ribosomal subunit protein uL1m (39S ribosomal protein L1, mitochondrial) (L1mt) (MRP-L1)",
2841,Q9BYE9,CDHR2_HUMAN,Cadherin-related family member 2 (Protocadherin LKC) (PC-LKC) (Protocadherin-24),"TISSUE SPECIFICITY: Highly expressed in liver, kidney and colon. Moderately expressed in small intestine. Down-regulated in a number of liver and colon cancers (PubMed:12117771, PubMed:15534908). Expressed in duodenum with higher expression in enterocytes along the villus axis and lower expression in crypts (at protein level) (PubMed:24725409). {ECO:0000269|PubMed:12117771, ECO:0000269|PubMed:15534908, ECO:0000269|PubMed:24725409}."
